r_start [cm] , z_start [cm] , r_end [cm] , t_end [us] , E_start [V/cm], Er_start [V/cm] , Ez_start [V/cm]
21.5,11,18.998,251,170.14,11.051,-169.79
21.5,12,18.997,244,170.97,10.198,-170.67
21.5,13,19.005,238,171.67,9.4678,-171.41
21.5,14,19.001,232,172.26,8.8525,-172.03
21.5,15,19,226,172.77,8.3394,-172.57
21.5,16,19.499,219,173.22,7.9232,-173.04
21.5,17,19.499,211,173.63,7.5931,-173.46
21.5,18,19.499,204,174,7.3458,-173.85
21.5,19,19.497,197,174.35,7.1759,-174.2
21.5,20,19.499,191,174.68,7.0809,-174.54
21.5,21,19.503,184,175.01,7.0563,-174.87
21.5,22,19.499,177,175.33,7.1031,-175.19
21.5,23,19.499,171,175.65,7.2186,-175.51
21.5,24,19.497,164,175.99,7.4066,-175.83
21.5,25,19.5,157,176.34,7.6691,-176.17
21.5,26,19.499,151,176.71,8.0088,-176.53
21.5,27,19.499,144,177.12,8.4276,-176.91
21.5,28,19.502,138,177.56,8.9345,-177.33
21.5,29,19.504,132,178.05,9.5356,-177.79
21.5,30,19.999,126,178.59,10.232,-178.3
21.5,31,19.999,118,179.22,11.046,-178.88
21.5,32,20.003,111,179.94,11.981,-179.54
21.5,33,20.001,104,180.77,13.053,-180.3
21.5,34,19.999,97,181.76,14.279,-181.19
21.5,35,19.997,91,182.92,15.678,-182.25
21.5,36,20,84,184.33,17.269,-183.52
21.5,37,19.999,78,186.05,19.071,-185.07
21.5,38,20.49,72,188.16,21.097,-186.97
21.5,39,20.496,64,190.78,23.382,-189.35
21.5,40,20.5,58,194.08,25.877,-192.35
21.5,41,20.497,51,198.26,28.594,-196.19
21.5,42,20.5,46,203.6,31.314,-201.18
21.5,43,21.005,38,210.36,33.814,-207.62
21.5,44,20.999,31,218.8,35.453,-215.91
21.5,45,20.996,25,228.86,35.173,-226.14
21.5,46,21.499,19,239.68,31.43,-237.61
21.5,47,21.502,12,249.36,22.869,-248.3
21.5,48,21.501,6,258.11,10.164,-257.91
21.5,49,21.5,1,2977.6,1.7438,-2977.6
22.5,0,NaN,NaN,945.67,5.5485,945.65
22.5,1,19.003,319,125.87,17.207,-124.69
22.5,2,18.997,312,138.03,23.843,-135.96
22.5,3,18.997,305,148.05,25.122,-145.9
22.5,4,19.488,299,155.22,23.884,-153.37
22.5,5,19.499,291,160.16,21.764,-158.67
22.5,6,19.499,284,163.62,19.496,-162.45
22.5,7,19.5,278,166.09,17.403,-165.18
22.5,8,19.497,271,167.91,15.553,-167.19
22.5,9,19.496,266,169.27,13.949,-168.7
22.5,10,20,259,170.32,12.591,-169.86
22.5,11,20.003,251,171.16,11.436,-170.77
22.5,12,20.001,244,171.83,10.462,-171.51
22.5,13,19.998,237,172.38,9.6471,-172.11
22.5,14,20,231,172.85,8.9682,-172.62
22.5,15,19.997,224,173.25,8.4113,-173.05
22.5,16,20,217,173.61,7.9603,-173.43
22.5,17,19.997,211,173.93,7.6071,-173.76
22.5,18,19.999,204,174.22,7.3418,-174.06
22.5,19,20.002,198,174.49,7.1585,-174.34
22.5,20,20,191,174.75,7.0527,-174.61
22.5,21,19.997,186,175,7.0228,-174.86
22.5,22,20.502,179,175.25,7.0638,-175.11
22.5,23,20.499,171,175.5,7.1774,-175.36
22.5,24,20.498,164,175.76,7.3656,-175.61
22.5,25,20.495,158,176.04,7.63,-175.87
22.5,26,20.502,151,176.33,7.973,-176.15
22.5,27,20.502,144,176.65,8.3998,-176.45
22.5,28,20.499,137,177,8.9166,-176.77
22.5,29,20.498,131,177.39,9.531,-177.13
22.5,30,20.497,124,177.83,10.253,-177.53
22.5,31,20.503,118,178.33,11.097,-177.99
22.5,32,20.499,111,178.92,12.07,-178.51
22.5,33,20.496,106,179.61,13.198,-179.12
22.5,34,20.999,98,180.42,14.501,-179.84
22.5,35,21.005,91,181.41,16.005,-180.7
22.5,36,20.999,84,182.61,17.749,-181.74
22.5,37,20.999,78,184.09,19.757,-183.03
22.5,38,20.995,71,185.96,22.088,-184.64
22.5,39,20.999,65,188.34,24.792,-186.7
22.5,40,21.5,58,191.41,27.907,-189.36
22.5,41,21.501,51,195.48,31.48,-192.93
22.5,42,21.5,45,200.9,35.496,-197.74
22.5,43,21.513,39,208.26,39.776,-204.42
22.5,44,21.997,31,218.23,43.823,-213.79
22.5,45,21.996,25,231.47,46.312,-226.79
22.5,46,21.994,20,247.61,44.363,-243.6
22.5,47,22.504,12,263.75,33.746,-261.58
22.5,48,22.501,6,275.64,13.714,-275.3
22.5,49,22.5,1,2979.7,-0.2042,-2979.7
23.5,0,NaN,NaN,952.65,12.763,952.56
23.5,1,19.499,319,117.97,32.359,-113.45
23.5,2,19.503,312,139.09,36.572,-134.19
23.5,3,20.003,305,151.71,33.647,-147.94
23.5,4,19.998,298,159.12,29.266,-156.41
23.5,5,20.004,292,163.65,25.14,-161.7
23.5,6,20.504,286,166.56,21.635,-165.15
23.5,7,20.503,278,168.52,18.768,-167.48
23.5,8,20.502,271,169.91,16.426,-169.11
23.5,9,20.499,264,170.92,14.514,-170.31
23.5,10,20.502,258,171.69,12.943,-171.2
23.5,11,20.496,251,172.29,11.652,-171.89
23.5,12,20.499,245,172.77,10.584,-172.44
23.5,13,21.004,239,173.16,9.7036,-172.89
23.5,14,20.999,231,173.49,8.9802,-173.25
23.5,15,20.997,224,173.77,8.3905,-173.57
23.5,16,20.997,218,174.02,7.9187,-173.84
23.5,17,21.004,211,174.24,7.5484,-174.08
23.5,18,21,204,174.44,7.2717,-174.29
23.5,19,20.999,197,174.63,7.079,-174.49
23.5,20,20.998,191,174.81,6.968,-174.67
23.5,21,20.998,184,174.99,6.9327,-174.85
23.5,22,21.001,178,175.17,6.97,-175.03
23.5,23,20.995,171,175.35,7.0802,-175.21
23.5,24,21.003,165,175.53,7.2659,-175.38
23.5,25,20.998,158,175.73,7.5294,-175.57
23.5,26,21.009,152,175.94,7.8732,-175.76
23.5,27,21.003,147,176.17,8.3015,-175.97
23.5,28,21.5,139,176.42,8.8219,-176.2
23.5,29,21.499,131,176.71,9.443,-176.46
23.5,30,21.496,125,177.04,10.174,-176.75
23.5,31,21.5,118,177.41,11.031,-177.07
23.5,32,21.502,111,177.85,12.031,-177.45
23.5,33,21.499,104,178.37,13.194,-177.88
23.5,34,21.497,98,179,14.548,-178.41
23.5,35,21.499,91,179.76,16.129,-179.03
23.5,36,21.5,85,180.7,17.976,-179.8
23.5,37,21.997,78,181.88,20.15,-180.76
23.5,38,21.998,71,183.39,22.72,-181.98
23.5,39,21.999,65,185.36,25.774,-183.56
23.5,40,21.995,58,187.99,29.44,-185.67
23.5,41,21.999,52,191.59,33.868,-188.57
23.5,42,22.505,45,196.66,39.233,-192.71
23.5,43,22.499,38,203.97,45.689,-198.78
23.5,44,22.499,32,214.89,53.227,-208.19
23.5,45,23.007,25,231.31,61.012,-223.12
23.5,46,23.002,18,255.58,65.558,-247.03
23.5,47,23.512,12,286.71,56.185,-281.15
23.5,48,23.506,6,309.64,15.84,-309.23
23.5,49,23.503,1,2980.8,-31.94,-2980.7
24.5,0,NaN,NaN,931.14,39.295,930.31
24.5,1,19.999,320,125.81,65.644,-107.33
24.5,2,20.498,312,150.49,54.469,-140.29
24.5,3,20.495,305,160.76,42.788,-154.96
24.5,4,20.992,299,165.82,34.067,-162.28
24.5,5,20.999,291,168.62,27.769,-166.32
24.5,6,21.001,285,170.33,23.118,-168.75
24.5,7,20.998,278,171.43,19.607,-170.31
24.5,8,21.5,273,172.2,16.89,-171.37
24.5,9,21.497,265,172.75,14.755,-172.12
24.5,10,21.502,258,173.16,13.049,-172.67
24.5,11,21.502,251,173.48,11.671,-173.09
24.5,12,21.499,244,173.74,10.55,-173.42
24.5,13,21.498,238,173.95,9.6337,-173.68
24.5,14,21.497,231,174.13,8.8845,-173.9
24.5,15,21.503,225,174.28,8.2815,-174.08
24.5,16,21.494,218,174.42,7.7984,-174.24
24.5,17,21.508,212,174.54,7.4241,-174.38
24.5,18,21.496,206,174.65,7.1392,-174.51
24.5,19,21.999,199,174.76,6.9383,-174.62
24.5,20,21.998,192,174.86,6.8269,-174.73
24.5,21,22,185,174.97,6.7903,-174.83
24.5,22,22.006,178,175.07,6.8219,-174.94
24.5,23,21.999,171,175.18,6.9222,-175.04
24.5,24,21.998,165,175.29,7.1048,-175.14
24.5,25,22.004,158,175.4,7.3644,-175.24
24.5,26,22,151,175.53,7.7033,-175.36
24.5,27,21.999,145,175.67,8.1226,-175.48
24.5,28,21.997,138,175.83,8.6412,-175.61
24.5,29,21.999,131,176.01,9.2593,-175.77
24.5,30,21.999,125,176.22,9.9857,-175.94
24.5,31,21.998,118,176.46,10.838,-176.13
24.5,32,21.999,112,176.75,11.842,-176.35
24.5,33,22.5,107,177.08,13.013,-176.61
24.5,34,22.49,99,177.5,14.388,-176.92
24.5,35,22.497,92,178.01,15.998,-177.29
24.5,36,22.504,85,178.65,17.898,-177.75
24.5,37,22.499,78,179.46,20.155,-178.33
24.5,38,22.501,72,180.52,22.873,-179.07
24.5,39,22.499,65,181.94,26.157,-180.05
24.5,40,23,59,183.88,30.21,-181.38
24.5,41,23.002,52,186.63,35.298,-183.26
24.5,42,22.996,45,190.67,41.774,-186.04
24.5,43,23,40,196.88,50.262,-190.35
24.5,44,23.507,32,207,61.701,-197.59
24.5,45,23.5,25,224.54,77.231,-210.84
24.5,46,24.014,18,256.93,97.236,-237.82
24.5,47,24.03,13,318.78,112.59,-298.24
24.5,48,24.584,6,421.67,50.098,-418.69
24.5,49,24.542,1,3060.7,-556.5,-3009.7
